4503	16
9273	20
11	7
37	25
45	38
51	55
9303	7
63	39
9311	2
64	38
9317	15
73	19
4504	16
9324	7
82	34
4521	29
9334	11
9350	2
4566	3
9365	5
9396	2
4591	19
9414	4
4625	5
9455	13
9465	2
4647	2
9490	4
9508	10
4700	3
4754	2
9534	27
9579	2
4763	2
9597	3
117	16
4797	3
4871	2
9620	15
124	19
9632	7
4941	6
144	6
9659	7
4992	17
9696	4
158	19
9722	2
164	29
9736	17
178	4
5009	27
187	6
5102	10
9770	5
5104	35
9789	10
201	15
5106	12
9800	15
222	7
9821	2
5110	15
248	14
5119	7
260	19
264	50
5123	4
269	5
9841	4
5125	24
9856	14
5131	29
9878	15
270	40
5140	38
9908	2
5145	2
276	21
9940	2
9961	5
284	45
5149	8
5154	9
10009	7
302	46
10024	8
328	3
10046	2
5157	17
362	8
5160	14
367	7
10094	22
5164	16
10112	2
373	36
5221	14
382	9
10151	4
5305	9
390	25
10162	2
5403	6
407	14
5462	5
10197	2
416	29
10241	6
5533	5
10279	2
433	14
10301	2
443	17
5538	35
5546	10
10324	5
477	2
5558	8
484	2
494	18
10343	2
506	7
5575	4
516	6
5588	29
518	31
5609	9
5619	24
10354	8
551	19
565	20
5635	14
10372	5
10403	14
5655	2
5707	3
10430	19
575	23
583	25
5726	37
10455	2
595	6
10490	2
602	7
622	5
10515	4
10521	28
10564	4
10593	2
5729	47
5742	10
10606	13
10618	11
5757	5
10627	18
5766	2
10646	2
5776	7
10656	3
5782	7
10678	2
5798	10
631	5
5826	14
10706	6
643	17
5848	12
5863	2
10716	2
5894	24
10747	12
5924	5
10777	2
5935	4
10803	6
652	4
5948	18
10834	2
656	35
10872	7
5953	3
676	12
10903	15
5978	2
10917	20
682	6
10935	8
6015	6
10954	20
683	13
11005	3
6027	27
692	7
11037	28
6051	3
700	32
6055	2
11059	3
723	13
6056	25
11080	15
737	23
6060	16
757	5
6080	4
11105	12
778	2
6095	22
781	25
11113	16
11118	23
6100	15
812	6
11139	2
6130	2
819	4
11168	2
11182	11
6136	8
11200	14
6149	15
11219	26
6154	23
832	16
11225	8
6171	2
11263	10
11296	2
835	3
861	16
11319	5
6173	23
6200	4
883	16
11325	15
6205	4
11333	36
6232	7
11352	2
915	10
6242	14
11359	26
916	28
6325	8
922	4
11377	14
11391	10
944	2
957	13
11403	2
6337	34
980	14
6348	33
11411	2
991	7
6359	6
6363	2
1004	39
11432	10
6377	7
11445	7
6390	2
1035	19
6398	42
1055	2
11449	12
6401	10
1090	2
11490	10
1100	27
6418	16
1118	16
11513	3
6424	10
11519	2
1125	32
1152	16
11538	6
6429	21
1182	2
6436	6
11547	4
1222	23
11563	4
6452	7
11572	18
1228	3
6484	11
6498	2
1232	23
1241	3
6520	3
11593	2
1261	4
6527	3
11607	10
1285	2
6533	5
1314	3
6555	14
11623	41
1326	66
11634	10
6636	3
11647	11
1354	37
6675	13
6691	15
11653	2
6724	31
11661	4
1361	27
11695	22
1365	17
6725	27
1373	21
6726	61
1383	2
11710	20
1396	12
11735	4
6728	35
1402	10
11769	2
6744	4
1406	8
1414	14
11791	16
1419	17
6752	16
11805	19
1422	16
11831	17
6760	4
1430	7
11852	2
6775	5
1443	2
1449	20
11871	7
1459	8
11880	22
6777	8
1476	9
6779	35
1494	3
11907	5
11934	2
1504	13
6779	89
1510	32
11943	2
11951	5
6783	11
1518	39
11955	3
1534	6
6787	5
11973	13
1551	8
11982	2
1564	2
6798	10
1589	12
6804	23
1675	21
1737	15
6809	20
12008	7
1743	18
6832	26
12023	2
12040	17
1807	5
6833	49
12050	7
1828	8
6852	22
12054	11
6860	4
1871	25
12063	8
12074	13
1902	5
6889	5
1938	2
12090	2
6924	9
1965	4
12104	12
1997	2
12122	4
6955	11
2025	6
12131	13
7096	3
2026	19
12139	2
7203	6
2063	2
12162	3
2108	21
2121	6
12181	2
2153	2
12183	17
2173	18
12187	15
2175	18
7225	10
2239	15
12216	17
12221	16
7252	12
2259	15
12225	2
7310	7
2306	3
12227	13
12231	11
2336	3
7332	10
12252	9
2366	4
7345	16
7379	7
12273	2
7409	4
2452	3
7438	12
12284	9
2512	2
12302	39
7457	4
2554	4
12317	11
2574	4
7481	43
12330	2
2619	14
12374	10
7529	2
2687	2
12385	39
7551	4
2711	15
12399	2
7580	20
2745	15
12415	9
7606	13
2771	2
7678	2
2782	2
12421	16
2798	2
7722	17
2828	2
12446	7
7753	12
2843	10
12470	28
7773	2
2896	7
12497	2
7842	6
2926	20
7862	2
12527	10
7873	4
7889	10
2970	5
2995	2
7927	5
3007	4
7953	3
3017	41
7971	6
3050	4
8000	16
3061	47
8043	2
8072	9
8137	5
8161	4
8223	7
3075	2
8230	29
3083	16
8268	2
3101	34
8291	3
3129	21
8302	27
3150	15
8317	31
3183	7
8356	9
3205	2
3215	15
3271	1
8406	19
3343	2
8435	4
3366	1
8447	25
3431	4
8461	19
3461	2
3512	1
8488	25
3540	48
8544	16
3574	9
8560	4
3676	8
8584	19
3733	8
8592	11
3762	34
3800	5
8618	10
8696	2
3807	19
3817	26
3823	13
3831	17
8731	2
3866	3
8771	14
3890	21
3955	3
8793	6
3958	18
8830	6
3976	9
8835	48
3990	3
4009	15
8870	6
4138	8
4191	2
4217	9
8879	12
4260	2
8899	3
4355	10
8931	9
8980	13
4389	2
4392	2
8988	14
4471	2
9034	24
9043	28
9047	12
9081	8
9136	12
9144	30
9164	2
9211	2
9221	2
9264	2
4503	20
9281	2
11	11
38	6
47	7
51	60
9303	10
63	45
9311	10
64	47
9317	21
73	27
4504	18
9324	14
82	44
4521	42
9334	15
9350	8
4566	6
9379	6
9396	4
4591	29
9422	3
4642	4
9455	15
9465	5
4649	9
9490	7
9508	11
4701	4
4754	7
9534	38
9579	5
4763	8
9597	9
117	28
4797	7
4871	16
9620	31
124	23
9632	12
4941	12
144	13
9659	13
4992	21
9696	15
158	22
9722	8
166	3
9751	2
178	12
5009	39
187	14
5102	19
9778	2
5104	38
9795	5
201	25
5106	19
9801	2
222	17
9821	16
5110	17
248	18
5119	9
261	2
264	59
5123	14
269	10
9842	3
5126	9
9856	17
5132	2
9882	2
272	11
5142	3
9908	18
5145	6
278	2
9940	3
9961	21
292	2
5149	15
5155	3
10011	4
316	6
10025	3
328	7
10046	4
5157	27
364	7
5162	2
367	11
10101	2
5164	19
10112	4
373	41
5221	20
382	20
10151	7
5305	18
391	5
10165	2
5414	11
408	8
5462	9
10205	2
428	4
10245	2
5533	11
10279	5
433	16
10301	11
444	2
5538	40
5546	14
10325	3
477	26
5558	13
484	6
495	2
10347	3
506	25
5578	3
516	18
5590	3
519	13
5609	15
5622	2
10354	12
551	21
565	32
5635	22
10378	3
10405	5
5655	12
5716	2
10430	29
575	29
593	4
5728	5
10455	4
595	9
10490	5
607	5
622	16
10515	12
10522	2
10570	3
10593	10
5731	3
5744	4
10606	18
10621	2
5757	11
10636	3
5766	4
10646	8
5776	10
10656	6
5782	19
10680	3
5817	12
632	4
5828	10
10706	11
643	25
5848	17
5863	6
10724	4
5896	2
10747	20
5924	19
10780	11
5939	2
10803	15
652	6
5948	23
10834	7
658	4
10888	7
5953	13
677	3
10903	20
5978	4
10919	3
682	9
10944	2
6018	6
10954	23
690	3
11005	8
6027	29
694	3
11042	2
6051	5
701	3
6055	12
11059	8
725	2
6058	3
11080	18
737	30
6063	6
758	11
6081	3
11105	21
778	7
6095	27
787	3
11113	17
11120	2
6118	2
812	11
11139	6
6132	9
819	13
11168	13
11192	2
6136	10
11201	3
6149	22
11219	33
6155	8
832	24
11225	15
6171	16
11267	2
11297	3
835	9
861	20
11319	17
6180	2
6200	6
886	2
11325	23
6216	2
11338	2
6234	2
11354	5
915	18
6242	15
11369	2
916	38
6325	10
922	15
11381	2
11391	20
944	5
957	15
11404	4
6339	4
983	4
6350	3
11411	6
992	4
6359	16
6363	7
1005	2
11432	13
6377	9
11445	18
6391	7
1035	28
6398	44
1055	4
11449	15
6402	15
1090	4
11495	4
1100	31
6420	13
1118	22
11513	8
6425	19
11521	8
1125	41
1152	23
11539	2
6431	8
1182	16
6436	8
11547	7
1222	32
11563	9
6452	11
11575	18
1228	11
6486	3
6498	4
1232	26
1244	3
6520	7
11593	11
1261	13
6527	11
11607	13
1285	9
6533	18
1315	3
6561	6
11623	55
1346	2
11640	2
6646	6
11648	2
1358	7
6675	27
6694	18
11655	2
6724	42
11661	12
1361	33
11695	28
1371	8
6725	44
1373	27
6726	65
1383	19
11710	22
1396	19
11749	4
6728	37
1402	19
11777	5
6747	5
1407	6
1415	8
11791	18
1419	20
6753	2
11805	24
1422	21
11831	25
6762	4
1433	2
11852	10
6775	11
1444	2
1452	3
11875	4
1459	13
11895	2
6777	32
1476	19
6779	45
1494	15
11910	2
11934	4
1504	19
6779	101
1510	50
11944	7
11951	7
6783	28
1520	6
11963	2
1535	5
6787	7
11975	3
1551	18
6795	13
11982	4
1564	8
6798	21
1612	2
6804	34
1675	23
1737	25
6809	52
12008	8
1743	20
6832	32
12023	6
12040	22
1808	14
6837	7
12050	16
1828	25
6853	3
12054	17
6860	10
1871	30
12063	17
12074	15
1906	2
6889	7
1938	7
12090	10
6927	3
1965	6
12104	15
1997	5
12122	11
6957	2
2025	15
12131	15
7096	8
2027	2
12151	3
7203	10
2076	1
12167	8
2112	9
2121	8
12181	5
2153	9
12183	19
2173	23
12187	18
2212	3
7235	3
2240	3
12216	20
12221	18
7263	2
2260	3
12225	6
7310	21
2313	4
12227	19
12231	13
2339	3
7332	19
12255	2
2367	5
7357	2
7379	15
12273	4
7409	8
2452	14
7438	18
12296	2
2512	4
12302	41
7471	4
2554	7
12317	19
2574	7
7486	2
12330	5
2662	14
7529	10
2687	4
12385	44
7551	11
2725	2
12399	6
7580	32
2745	17
12415	12
7614	3
2771	5
7701	2
2782	5
12422	2
2798	5
7724	2
2828	5
12457	5
7753	16
2845	2
12470	31
7776	2
2896	13
12497	8
7843	2
2926	26
7862	6
12527	14
7873	10
7889	21
2970	16
2995	6
7927	15
3009	2
7954	9
3018	2
7971	17
3057	8
8011	2
3061	54
8043	24
8111	2
8137	8
8161	6
8224	3
3075	6
8233	2
8268	15
3117	2
8291	10
3129	25
8312	2
3150	18
8349	3
3183	10
8366	6
3205	4
3252	2
3292	1
8410	2
3348	7
8435	14
3377	5
8447	30
3431	8
8461	21
3482	2
8471	42
3512	13
8492	2
3540	52
8545	3
3574	14
8565	2
3676	14
8585	2
3733	12
8600	3
3769	2
3800	7
8619	2
8696	14
3807	26
3817	27
3828	4
3831	25
8760	2
3866	11
8772	2
3891	2
3955	6
8793	10
3962	8
8831	5
3976	22
8853	4
3990	6
4011	1
8871	2
4138	14
4191	6
4219	2
8881	2
4297	2
8903	2
4361	6
8931	16
8980	16
4389	9
4401	5
9015	3
4471	10
9034	29
9043	30
9078	2
9081	23
9137	5
9148	2
9164	4
9211	3
9228	2
9264	11
4503	22
9281	5
16	19
38	8
47	15
55	2
9303	16
63	55
9311	12
64	58
9318	3
73	37
4504	27
9333	3
82	54
4521	43
